"sample","Axis1","Axis2","group","method"
"J_XYL_F_0018_01",0.140875402590011,0.0901154722187575,"IBS_before","PCoA"
"J_XYL_F_0018_02",-0.0538822686453797,-0.25659791136407,"IBS_after","PCoA"
"J_XYL_F_0020_01",0.207663119232466,0.0895794041884672,"IBS_before","PCoA"
"J_XYL_F_0020_02",-0.163474681749921,-0.0911673226694901,"IBS_after","PCoA"
"J_XYL_F_0025_01",-0.154036606156374,-0.0329414242472289,"IBS_before","PCoA"
"J_XYL_F_0025_02",-0.0671049228834697,0.100760214726217,"IBS_after","PCoA"
"J_XYL_F_0031_01",0.204847133355924,0.147984304945348,"IBS_before","PCoA"
"J_XYL_F_0031_02",0.14495427429067,0.109465926455449,"IBS_after","PCoA"
"J_XYL_F_0032_01",-0.0334443017573811,-0.157625331245763,"IBS_before","PCoA"
"J_XYL_F_0032_02",0.0707254781855458,0.0347536865734763,"IBS_after","PCoA"
"J_XYL_F_0034_01",-0.014970850640613,0.124833290122823,"IBS_before","PCoA"
"J_XYL_F_0034_02",-0.288350426791099,0.101805613339222,"IBS_after","PCoA"
"J_XYL_F_0036_01",-0.0314545561101509,-0.0315172263060297,"IBS_before","PCoA"
"J_XYL_F_0036_02",-0.0676731992665387,-0.198180156416599,"IBS_after","PCoA"
"J_XYL_F_0043_01",0.0855533975193309,0.15830644063165,"IBS_before","PCoA"
"J_XYL_F_0043_2",-0.0597303423884288,-0.189793851205639,"IBS_after","PCoA"
"J_XYL_F_0044_01",0.0467297157653953,0.101502433560856,"IBS_before","PCoA"
"J_XYL_F_0044_02",-0.106206143521711,0.045457626913848,"IBS_after","PCoA"
"J_XYL_F_0045_01",-0.468983202262161,0.124645997497372,"IBS_before","PCoA"
"J_XYL_F_0045_2",-0.432183785423565,0.128644299341377,"IBS_after","PCoA"
"J_XYL_F_0046_01",0.0900156915164996,-0.0224373880684221,"IBS_before","PCoA"
"J_XYL_F_0046_02",-0.0195924154903835,0.132211072927085,"IBS_after","PCoA"
"J_XYL_F_0047_01",-0.0881330186651586,0.20616793611436,"IBS_before","PCoA"
"J_XYL_F_0047_02",-0.00306938205091093,0.0789208644832809,"IBS_after","PCoA"
"J_XYL_F_0048_01",-0.48794623199213,0.145078193931203,"IBS_before","PCoA"
"J_XYL_F_0049_02",-0.0790117016138113,0.0404487193354636,"IBS_after","PCoA"
"J_XYL_F_0050_01",-0.377486992194191,0.116632667291759,"IBS_before","PCoA"
"J_XYL_F_0050_02",-0.178322995218988,-0.154602550790321,"IBS_after","PCoA"
"J_XYL_F_0051_01",-0.343532892524422,0.15046696957378,"IBS_before","PCoA"
"J_XYL_F_0051_02",0.178666496391993,-0.079927056444273,"IBS_after","PCoA"
"J_XYL_F_0053_01",0.104501827690538,-0.024233046947005,"IBS_before","PCoA"
"J_XYL_F_0053_02",0.093274895689524,-0.161077538943947,"IBS_after","PCoA"
"J_XYL_F_0057_01",-0.285101453738038,0.0178893333093273,"IBS_before","PCoA"
"J_XYL_F_0057_02",-0.0561187108085487,0.00769844826941957,"IBS_after","PCoA"
"J_XYL_F_0058_01",-0.349828558298563,0.0887195487846751,"IBS_before","PCoA"
"J_XYL_F_0058_02",0.0567467669922272,0.0219396287596275,"IBS_after","PCoA"
"J_XYL_F_0059_01",0.107851775172885,-0.00272991989942667,"IBS_before","PCoA"
"J_XYL_F_0059_02",0.104485841415518,0.0422728035392978,"IBS_after","PCoA"
"J_XYL_F_0060_01",-0.103096008298342,-0.0261761701592101,"IBS_before","PCoA"
"J_XYL_F_0060_02",0.176252819239729,0.176990103157693,"IBS_after","PCoA"
"J_XYL_F_0061_01",0.250398494180827,0.101575468908826,"IBS_before","PCoA"
"J_XYL_F_0061_02",0.0914351670483294,-0.0867613160333873,"IBS_after","PCoA"
"J_XYL_F_0062_01",0.184799499101479,0.0297006916673526,"IBS_before","PCoA"
"J_XYL_F_0062_02",0.18453849840667,0.0240219784334643,"IBS_after","PCoA"
"J_XYL_F_0064_01",-0.320530893967193,0.14252134475688,"IBS_before","PCoA"
"J_XYL_F_0064_02",-0.320148176145359,0.0451912903599061,"IBS_after","PCoA"
"J_XYL_F_0065_01",0.109196432243009,0.0743373632505491,"IBS_before","PCoA"
"J_XYL_F_0065_02",0.126733690874027,0.0756360479525951,"IBS_after","PCoA"
"J_XYL_F_0066_01",-0.222439604645673,-0.0748972501663707,"IBS_before","PCoA"
"J_XYL_F_0066_02",0.0723985724033983,0.0011400320173108,"IBS_after","PCoA"
"K_XYL_F_0001_01",-0.274735675527833,0.0397245042378606,"UC_before","PCoA"
"K_XYL_F_0001_02",0.0346290561273647,0.322373896095038,"UC_after","PCoA"
"K_XYL_F_0002_01",-0.377509508775689,0.129611219632806,"UC_before","PCoA"
"K_XYL_F_0002_02",0.0120589269988084,0.295662382910976,"UC_after","PCoA"
"K_XYL_F_0003_01",-0.0780543503456985,-0.193441277569132,"UC_before","PCoA"
"K_XYL_F_0003_02",-0.395195821241814,0.0868573196841322,"UC_after","PCoA"
"K_XYL_F_0004_01",-0.295777374976384,0.0677277839688543,"UC_before","PCoA"
"K_XYL_F_0004_02",-0.186931584961987,0.276060873591286,"UC_after","PCoA"
"K_XYL_F_0005_01",-0.0519746211211477,-0.195350613675235,"UC_before","PCoA"
"K_XYL_F_0005_02",0.291379021113727,0.135187423785387,"UC_after","PCoA"
"K_XYL_F_0007_01",-0.0995774489361949,0.0729784212137659,"UC_before","PCoA"
"K_XYL_F_0007_02",-0.0165260323466823,0.0823635696722872,"UC_after","PCoA"
"K_XYL_F_0008_01",-0.080815125168211,-0.108287180843618,"UC_before","PCoA"
"K_XYL_F_0008_02",-0.262082955913177,-0.036274400065668,"UC_after","PCoA"
"K_XYL_F_0009_01",0.0385612245907229,-0.210992816123798,"UC_before","PCoA"
"K_XYL_F_0009_02",0.0592397899414147,0.0529629691386436,"UC_after","PCoA"
"K_XYL_F_0009_03",0.212314126949239,-0.140639813202353,"NA","PCoA"
"K_XYL_F_0011_01",0.029909322199208,-0.0576631051394691,"UC_before","PCoA"
"K_XYL_F_0011_02",0.157183615633607,-0.0341883066810508,"UC_after","PCoA"
"K_XYL_F_0012_01",0.174496115656349,0.0401882234225657,"UC_before","PCoA"
"K_XYL_F_0012_02",0.0859414654327831,-0.338398989269693,"UC_after","PCoA"
"K_XYL_F_0013_01",-0.365180366833741,0.0359989412383871,"UC_before","PCoA"
"K_XYL_F_0013_02",0.0803421344450778,-0.268926597097956,"UC_after","PCoA"
"K_XYL_F_0017_01",0.124374150810506,0.190943574906024,"UC_before","PCoA"
"K_XYL_F_0017_02",-0.0884262321922413,0.176455317084263,"UC_after","PCoA"
"K_XYL_F_0018_01",0.119306917695962,-0.0106795787428482,"UC_before","PCoA"
"K_XYL_F_0018_02",-0.0454739590193285,0.0153596693830193,"UC_after","PCoA"
"K_XYL_F_0022_01",0.196517090740078,0.0494087215900581,"UC_before","PCoA"
"K_XYL_F_0022_02",0.0300696496381709,-0.369868518440106,"UC_after","PCoA"
"K_XYL_F_0028_01",-0.0243617858249763,-0.145888460281217,"UC_before","PCoA"
"K_XYL_F_0028_02",0.153656786840129,-0.035722124596817,"UC_after","PCoA"
"K_XYL_F_0030_02",-0.0199503914269391,-0.228715052658963,"UC_after","PCoA"
"K_XYL_F_0030_03",0.332416877440144,0.199900459026752,"UC_before","PCoA"
"K_XYL_F_0033_01",0.298074432258916,-0.00699590976448805,"UC_before","PCoA"
"K_XYL_F_0033_02",0.257212937344301,0.00204927738972549,"UC_after","PCoA"
"K_XYL_F_0035_01",0.150260488605382,0.0170921408019055,"UC_before","PCoA"
"K_XYL_F_0035_02",-0.0653676531490998,0.0428994323678763,"UC_after","PCoA"
"K_XYL_F_0035_03",-0.0360203514314077,-0.0480523762748214,"NA","PCoA"
"K_XYL_F_0036_01",0.0406082028410099,0.0702874472777802,"UC_before","PCoA"
"K_XYL_F_0036_02",0.226675503159347,0.0349857064410832,"UC_after","PCoA"
"K_XYL_F_0037_01",0.00174904211032569,-0.468772768193063,"UC_before","PCoA"
"K_XYL_F_0037_02",0.0804863513991248,-0.389064711236426,"UC_after","PCoA"
"K_XYL_F_0038_01",0.0587201651343208,0.197616886028504,"UC_before","PCoA"
"K_XYL_F_0038_02",0.210544349985086,0.202275422256693,"UC_after","PCoA"
"K_XYL_F_0039_01",0.13800401789831,0.122238318722894,"UC_before","PCoA"
"K_XYL_F_0039_02",-0.440806877753903,0.107715574242982,"UC_after","PCoA"
"K_XYL_F_0042_01",0.151377266742839,-0.261627193747695,"UC_before","PCoA"
"K_XYL_F_0042_02",0.0398464888090967,-0.399874975869426,"UC_after","PCoA"
"K_XYL_F_0043_01",0.221972550542456,0.152961988017612,"UC_before","PCoA"
"K_XYL_F_0043_02",0.32276892817715,0.175499038197077,"UC_after","PCoA"
"K_XYL_F_0044_01",0.30085371887531,0.123266057441023,"UC_before","PCoA"
"K_XYL_F_0044_02",0.294147815446402,0.117919056992423,"UC_after","PCoA"
"K_XYL_F_0045_01",0.033287356240995,-0.10300543161023,"UC_before","PCoA"
"K_XYL_F_0045_02",0.172494192580051,0.132053714985172,"UC_after","PCoA"
"K_XYL_F_0046_01",0.0268101372541243,-0.170209908958981,"UC_before","PCoA"
"K_XYL_F_0046_02",0.150089097287958,0.166718427794005,"UC_after","PCoA"
"K_XYL_F_0047_01",0.119375884823365,0.0127283961996995,"UC_before","PCoA"
"K_XYL_F_0047_02",0.0999729615311893,0.0380583916146999,"UC_after","PCoA"
"K_XYL_F_0048_01",-0.200308387061457,-0.0701671060174775,"UC_before","PCoA"
"K_XYL_F_0048_02",-0.0574420411568801,-0.102605257725769,"UC_after","PCoA"
"J_XYL_F_0001_01",-2198.21543184602,-1443.92535284619,"IBS_before","PCA"
"J_XYL_F_0001_02",-5763.62924412621,3782.831404139,"IBS_after","PCA"
"J_XYL_F_0002_01",778.657200998764,-682.296961667357,"IBS_before","PCA"
"J_XYL_F_0002_02",1695.3630390502,804.648944975907,"IBS_after","PCA"
"J_XYL_F_0003_01",590.712337527991,-1163.61294490726,"IBS_before","PCA"
"J_XYL_F_0003_02",730.169238767853,-4526.11214854491,"IBS_after","PCA"
"J_XYL_F_0004_01",1612.01203819838,159.186065261865,"IBS_before","PCA"
"J_XYL_F_0004_02",1618.87228769125,-180.696660360294,"IBS_after","PCA"
"J_XYL_F_0005_01",1081.94655930966,-1718.21573763597,"IBS_before","PCA"
"J_XYL_F_0005_02",-717.118937970867,-13.0572130236585,"IBS_after","PCA"
"J_XYL_F_0006_01",1172.13006287849,223.042217657482,"IBS_before","PCA"
"J_XYL_F_0006_02",-68.1241917324358,-2272.84543096612,"IBS_after","PCA"
"J_XYL_F_0010_01",301.664347727154,1368.33749706245,"IBS_before","PCA"
"J_XYL_F_0010_02",3097.06688335521,2709.75787741187,"IBS_after","PCA"
"J_XYL_F_0012_01",98.1474647046165,-5531.07844224962,"IBS_before","PCA"
"J_XYL_F_0012_02",395.792509994204,-6009.09904923189,"IBS_after","PCA"
"J_XYL_F_0013_01",1240.33986813705,341.051189677781,"IBS_before","PCA"
"J_XYL_F_0013_02",2868.24273458138,3205.8895951779,"IBS_after","PCA"
"J_XYL_F_0015_01",-1148.0251495534,-1252.69997887875,"IBS_before","PCA"
"J_XYL_F_0015_02",113.23588708187,-2844.1343603375,"IBS_after","PCA"
"J_XYL_F_0016_01",-1713.01198631672,-1388.09809881485,"IBS_before","PCA"
"J_XYL_F_0016_02",-60.7322880827286,-1452.53006538593,"IBS_after","PCA"
"J_XYL_F_0018_01",1444.08875902908,1197.33695879071,"IBS_before","PCA"
"J_XYL_F_0018_02",650.691929614322,-3204.47495183063,"IBS_after","PCA"
"J_XYL_F_0020_01",2121.49817228846,1358.07607041471,"IBS_before","PCA"
"J_XYL_F_0020_02",-1011.21668527262,-1588.6018105944,"IBS_after","PCA"
"J_XYL_F_0025_01",-1196.97749441423,-1023.20740562374,"IBS_before","PCA"
"J_XYL_F_0025_02",-1060.39606487937,741.926417828705,"IBS_after","PCA"
"J_XYL_F_0031_01",3196.13685551688,2897.24981541362,"IBS_before","PCA"
"J_XYL_F_0031_02",1625.27151816173,1153.42929044409,"IBS_after","PCA"
"J_XYL_F_0032_01",43.9989168649679,-1984.95238064963,"IBS_before","PCA"
"J_XYL_F_0032_02",543.366581492043,-25.7331139830702,"IBS_after","PCA"
"J_XYL_F_0034_01",-488.939093840554,1008.62618110368,"IBS_before","PCA"
"J_XYL_F_0034_02",-5045.94343740041,1654.39315887681,"IBS_after","PCA"
"J_XYL_F_0036_01",-282.781832243143,-625.781811035275,"IBS_before","PCA"
"J_XYL_F_0036_02",14.6222330136669,-2199.00889928129,"IBS_after","PCA"
"J_XYL_F_0043_01",955.927211407881,1949.0634768945,"IBS_before","PCA"
"J_XYL_F_0043_2",-119.614304113189,-2187.4958748869,"IBS_after","PCA"
"J_XYL_F_0044_01",595.472775994867,514.474656796904,"IBS_before","PCA"
"J_XYL_F_0044_02",-769.210259659477,-211.879121874697,"IBS_after","PCA"
"J_XYL_F_0045_01",-7091.30046821381,1218.0043371711,"IBS_before","PCA"
"J_XYL_F_0045_2",-11399.3720083171,3813.61963396242,"IBS_after","PCA"
"J_XYL_F_0046_01",789.445545395481,-434.154409703603,"IBS_before","PCA"
"J_XYL_F_0046_02",-571.577689889788,1188.78049966762,"IBS_after","PCA"
"J_XYL_F_0047_01",-1702.57484265777,2092.29127545324,"IBS_before","PCA"
"J_XYL_F_0047_02",-132.340054158358,383.324308630935,"IBS_after","PCA"
"J_XYL_F_0048_01",-6846.12469411334,1003.25082984425,"IBS_before","PCA"
"J_XYL_F_0049_02",-988.876326914519,58.1814976860011,"IBS_after","PCA"
"J_XYL_F_0050_01",-6179.27567577703,1795.25196771705,"IBS_before","PCA"
"J_XYL_F_0050_02",-1033.7553630536,-3599.6521383926,"IBS_after","PCA"
"J_XYL_F_0051_01",-5845.97515229446,2177.86997009223,"IBS_before","PCA"
"J_XYL_F_0051_02",1666.21190645604,-1295.75670810577,"IBS_after","PCA"
"J_XYL_F_0053_01",886.726533264982,-192.281565149374,"IBS_before","PCA"
"J_XYL_F_0053_02",836.001721388796,-1568.21806012342,"IBS_after","PCA"
"J_XYL_F_0057_01",-1995.76843376714,-1001.88558470854,"IBS_before","PCA"
"J_XYL_F_0057_02",-556.916982623789,-315.283408359396,"IBS_after","PCA"
"J_XYL_F_0058_01",-4172.57294593261,512.840016056027,"IBS_before","PCA"
"J_XYL_F_0058_02",431.146651757804,-213.358796434063,"IBS_after","PCA"
"J_XYL_F_0059_01",1023.13459066318,-297.653480735233,"IBS_before","PCA"
"J_XYL_F_0059_02",783.063008142893,374.10077122342,"IBS_after","PCA"
"J_XYL_F_0060_01",-536.691863868651,-959.209726781812,"IBS_before","PCA"
"J_XYL_F_0060_02",2573.63508490659,2637.05169457531,"IBS_after","PCA"
"J_XYL_F_0061_01",2664.97776093802,832.668740962024,"IBS_before","PCA"
"J_XYL_F_0061_02",1267.7614129821,-1384.25624847329,"IBS_after","PCA"
"J_XYL_F_0062_01",1919.60996248717,426.389931956999,"IBS_before","PCA"
"J_XYL_F_0062_02",1874.44389225355,338.700604918348,"IBS_after","PCA"
"J_XYL_F_0064_01",-7838.09546098948,3365.28373908944,"IBS_before","PCA"
"J_XYL_F_0064_02",-3587.46990401683,-74.1576193707637,"IBS_after","PCA"
"J_XYL_F_0065_01",1096.16007684483,1129.39705617659,"IBS_before","PCA"
"J_XYL_F_0065_02",1151.32456645277,710.17693253067,"IBS_after","PCA"
"J_XYL_F_0066_01",-1310.20081452036,-1813.93818344408,"IBS_before","PCA"
"J_XYL_F_0066_02",973.837716045022,-776.973467553872,"IBS_after","PCA"
"K_XYL_F_0001_01",-2242.21384528649,-484.681785280348,"UC_before","PCA"
"K_XYL_F_0001_02",4530.33516277586,9523.09839877566,"UC_after","PCA"
"K_XYL_F_0002_01",-8895.25142539514,3380.74667993362,"UC_before","PCA"
"K_XYL_F_0002_02",736.443546729243,4172.00498012591,"UC_after","PCA"
"K_XYL_F_0003_01",308.937772325509,-2664.57708300184,"UC_before","PCA"
"K_XYL_F_0003_02",-6612.78190524669,1616.71973629073,"UC_after","PCA"
"K_XYL_F_0004_01",-2929.75774166525,83.5156126554983,"UC_before","PCA"
"K_XYL_F_0004_02",-5686.24581235276,4483.70688042827,"UC_after","PCA"
"K_XYL_F_0005_01",105.288439464426,-2312.33966824654,"UC_before","PCA"
"K_XYL_F_0005_02",3588.08846967705,1793.0743399386,"UC_after","PCA"
"K_XYL_F_0007_01",-1076.62759356741,265.660655995307,"UC_before","PCA"
"K_XYL_F_0007_02",-183.553212943213,397.995931953133,"UC_after","PCA"
"K_XYL_F_0008_01",-404.301989867912,-1404.89125169412,"UC_before","PCA"
"K_XYL_F_0008_02",-2281.99099564652,-1194.4680959094,"UC_after","PCA"
"K_XYL_F_0009_01",736.930362765618,-2071.95545280849,"UC_before","PCA"
"K_XYL_F_0009_02",443.680171823523,343.908242324439,"UC_after","PCA"
"K_XYL_F_0009_03",1806.719487476,-1302.31855949995,"NA","PCA"
"K_XYL_F_0011_01",361.138082922014,-864.787172458089,"UC_before","PCA"
"K_XYL_F_0011_02",1608.00437033386,-594.790504835334,"UC_after","PCA"
"K_XYL_F_0012_01",1576.56929960857,435.201325864859,"UC_before","PCA"
"K_XYL_F_0012_02",1097.86071893661,-4322.54921449659,"UC_after","PCA"
"K_XYL_F_0013_01",-2846.24483656511,-1267.53342541366,"UC_before","PCA"
"K_XYL_F_0013_02",1077.55280009497,-3064.9944213099,"UC_after","PCA"
"K_XYL_F_0017_01",2353.96115567184,3259.98724294995,"UC_before","PCA"
"K_XYL_F_0017_02",-1288.28784359135,1378.46372943381,"UC_after","PCA"
"K_XYL_F_0018_01",1134.02359108222,-488.389739027403,"UC_before","PCA"
"K_XYL_F_0018_02",-150.611642690412,-454.603112043994,"UC_after","PCA"
"K_XYL_F_0022_01",2073.20953215836,-53.0770191839146,"UC_before","PCA"
"K_XYL_F_0022_02",567.667123789122,-4134.57159228247,"UC_after","PCA"
"K_XYL_F_0028_01",538.564266439005,-1982.58557900783,"UC_before","PCA"
"K_XYL_F_0028_02",1672.87702486638,-1021.01325140357,"UC_after","PCA"
"K_XYL_F_0030_02",373.102562929419,-2632.86532829061,"UC_after","PCA"
"K_XYL_F_0030_03",5721.83283189614,4335.85886822936,"UC_before","PCA"
"K_XYL_F_0033_01",2910.81868717869,101.272797578087,"UC_before","PCA"
"K_XYL_F_0033_02",3112.02994993939,1081.53477669631,"UC_after","PCA"
"K_XYL_F_0035_01",1330.32738069988,43.7398456391286,"UC_before","PCA"
"K_XYL_F_0035_02",-785.863856731855,26.941059471722,"UC_after","PCA"
"K_XYL_F_0035_03",9.82876985012723,-1079.71329797267,"NA","PCA"
"K_XYL_F_0036_01",280.569425052324,374.665884271623,"UC_before","PCA"
"K_XYL_F_0036_02",2208.60497141787,272.392637491801,"UC_after","PCA"
"K_XYL_F_0037_01",603.308746437204,-5002.27186868046,"UC_before","PCA"
"K_XYL_F_0037_02",1378.07273037846,-4506.95983453787,"UC_after","PCA"
"K_XYL_F_0038_01",1046.57207739454,2134.17727861304,"UC_before","PCA"
"K_XYL_F_0038_02",5928.40402632488,7098.31982506113,"UC_after","PCA"
"K_XYL_F_0039_01",1637.07946078063,1142.81307219512,"UC_before","PCA"
"K_XYL_F_0039_02",-4968.29002024599,228.99906800876,"UC_after","PCA"
"K_XYL_F_0042_01",1419.56509944491,-2495.16577693104,"UC_before","PCA"
"K_XYL_F_0042_02",879.079489662584,-3713.15955807341,"UC_after","PCA"
"K_XYL_F_0043_01",3106.03747419792,2903.33954300393,"UC_before","PCA"
"K_XYL_F_0043_02",5433.14237229209,4178.26226155533,"UC_after","PCA"
"K_XYL_F_0044_01",3646.52671266881,2095.40057767101,"UC_before","PCA"
"K_XYL_F_0044_02",3720.27959841127,2425.69752148671,"UC_after","PCA"
"K_XYL_F_0045_01",74.2392989777077,-1171.71211240878,"UC_before","PCA"
"K_XYL_F_0045_02",1898.92474568197,1576.83427628993,"UC_after","PCA"
"K_XYL_F_0046_01",95.2920614036589,-1827.72417715311,"UC_before","PCA"
"K_XYL_F_0046_02",1935.63254019505,2151.9753598159,"UC_after","PCA"
"K_XYL_F_0047_01",1221.03762759252,-157.841490452754,"UC_before","PCA"
"K_XYL_F_0047_02",852.536548834739,133.513781192658,"UC_after","PCA"
"K_XYL_F_0048_01",-1835.6179942871,-1273.9994686928,"UC_before","PCA"
"K_XYL_F_0048_02",-43.1386133069496,-1564.46976354026,"UC_after","PCA"
"J_XYL_F_0001_01",-0.535609661916569,0.477224389243374,"IBS_before","NMDS"
"J_XYL_F_0001_02",-0.229959114954727,-0.101305217219245,"IBS_after","NMDS"
"J_XYL_F_0002_01",0.276635935954656,0.218685115790067,"IBS_before","NMDS"
"J_XYL_F_0002_02",0.356185850868433,0.0522324355955195,"IBS_after","NMDS"
"J_XYL_F_0003_01",0.368833364894963,0.369410977429001,"IBS_before","NMDS"
"J_XYL_F_0003_02",0.314473611802693,-0.0763131155954265,"IBS_after","NMDS"
"J_XYL_F_0004_01",0.489424094751234,0.185593986871559,"IBS_before","NMDS"
"J_XYL_F_0004_02",0.250710657236957,-0.0121861548024128,"IBS_after","NMDS"
"J_XYL_F_0005_01",0.495210842614636,0.32944794814613,"IBS_before","NMDS"
"J_XYL_F_0005_02",0.328304595321468,0.0999143966488639,"IBS_after","NMDS"
"J_XYL_F_0006_01",-0.11081909371124,0.785503605146767,"IBS_before","NMDS"
"J_XYL_F_0006_02",-0.338723301802862,0.79530529795888,"IBS_after","NMDS"
"J_XYL_F_0010_01",0.241907914919992,0.24622959619924,"IBS_before","NMDS"
"J_XYL_F_0010_02",0.511578597818244,0.149199173269657,"IBS_after","NMDS"
"J_XYL_F_0012_01",0.291945036085332,-0.458574695653231,"IBS_before","NMDS"
"J_XYL_F_0012_02",0.365187137383194,-0.256544875633687,"IBS_after","NMDS"
"J_XYL_F_0013_01",0.0236361872633527,0.038001932080893,"IBS_before","NMDS"
"J_XYL_F_0013_02",-0.273379464088063,0.397010485394582,"IBS_after","NMDS"
"J_XYL_F_0015_01",-0.109413427067084,0.325807454276765,"IBS_before","NMDS"
"J_XYL_F_0015_02",-0.158238341021242,-0.345535087893168,"IBS_after","NMDS"
"J_XYL_F_0016_01",0.0609777702197705,-0.025247823911926,"IBS_before","NMDS"
"J_XYL_F_0016_02",-0.348237688538443,-0.169133679794325,"IBS_after","NMDS"
"J_XYL_F_0018_01",0.323277456229925,-0.000107683686621481,"IBS_before","NMDS"
"J_XYL_F_0018_02",0.314461780379168,0.660161449356806,"IBS_after","NMDS"
"J_XYL_F_0020_01",0.442764025760279,0.161196728893646,"IBS_before","NMDS"
"J_XYL_F_0020_02",0.121605718790204,-0.301660815450842,"IBS_after","NMDS"
"J_XYL_F_0025_01",0.515409735151698,0.358422343079623,"IBS_before","NMDS"
"J_XYL_F_0025_02",0.42206103173851,-0.125424955954082,"IBS_after","NMDS"
"J_XYL_F_0031_01",0.0442163240523998,-0.16072417132282,"IBS_before","NMDS"
"J_XYL_F_0031_02",-0.235813828280772,0.152880841677107,"IBS_after","NMDS"
"J_XYL_F_0032_01",0.173028450257352,-0.27939395351768,"IBS_before","NMDS"
"J_XYL_F_0032_02",0.37950705637208,-0.0781169004287274,"IBS_after","NMDS"
"J_XYL_F_0034_01",0.368446992624182,-0.174402327334376,"IBS_before","NMDS"
"J_XYL_F_0034_02",-0.0663416157280423,0.165703222091646,"IBS_after","NMDS"
"J_XYL_F_0036_01",0.245317356097618,0.0897665728931705,"IBS_before","NMDS"
"J_XYL_F_0036_02",-0.0317827786442985,0.36306275270424,"IBS_after","NMDS"
"J_XYL_F_0043_01",0.335332689662135,-0.0960044586641397,"IBS_before","NMDS"
"J_XYL_F_0043_2",0.198698820790959,0.712961197437286,"IBS_after","NMDS"
"J_XYL_F_0044_01",-0.392760936766739,0.585617675556722,"IBS_before","NMDS"
"J_XYL_F_0044_02",-0.663247627659978,0.156876693744906,"IBS_after","NMDS"
"J_XYL_F_0045_01",-0.543846594003431,0.330377140531801,"IBS_before","NMDS"
"J_XYL_F_0045_2",-0.0623326242819696,-0.0581096081670282,"IBS_after","NMDS"
"J_XYL_F_0046_01",0.190743301005375,-0.0496386342432339,"IBS_before","NMDS"
"J_XYL_F_0046_02",0.204869447737223,0.131397546266988,"IBS_after","NMDS"
"J_XYL_F_0047_01",-0.0121303010081082,-0.244201559393136,"IBS_before","NMDS"
"J_XYL_F_0047_02",0.519260865827859,-0.0413183565962967,"IBS_after","NMDS"
"J_XYL_F_0048_01",-0.463832417188975,0.00598008615416102,"IBS_before","NMDS"
"J_XYL_F_0049_02",0.241721861112697,0.207988200704254,"IBS_after","NMDS"
"J_XYL_F_0050_01",-0.322832557696926,-0.210752627712672,"IBS_before","NMDS"
"J_XYL_F_0050_02",-1.81833720489729,0.323895164140434,"IBS_after","NMDS"
"J_XYL_F_0051_01",-0.744637149401937,-0.0996298801767128,"IBS_before","NMDS"
"J_XYL_F_0051_02",0.50627714637515,0.244778484309739,"IBS_after","NMDS"
"J_XYL_F_0053_01",0.354290799597209,-0.151447220723822,"IBS_before","NMDS"
"J_XYL_F_0053_02",0.252953887217854,0.00576795493167149,"IBS_after","NMDS"
"J_XYL_F_0057_01",-0.939484878774403,0.135125614562251,"IBS_before","NMDS"
"J_XYL_F_0057_02",0.073957743908748,0.11377074854487,"IBS_after","NMDS"
"J_XYL_F_0058_01",-0.486530197141911,-0.452133690727167,"IBS_before","NMDS"
"J_XYL_F_0058_02",-0.121215289066352,0.0602592952109668,"IBS_after","NMDS"
"J_XYL_F_0059_01",0.120248193316349,-0.107590136918128,"IBS_before","NMDS"
